tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-09 20:59:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	092.5		g	40.1	1.05e-07	24	1	1.09e-09	2.34e-09	8.32e-10	u	273	0	0	833.0
This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-10 12:49:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	118.8		g	41.2	7.24e-08	25	1	6.83e-10	1.89e-09	6.92e-10	u	273	0	0	843.0
This study	unknown	PI44-10	PI44	PI44-10b	PI44-10b:LP-DIR-T	hargrave 2014-10-10 20:17:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	120.3		g	34.5	6.58e-08	26	1	3.15e-10	1.88e-09	4.47e-10	u	273	0	0	853.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-08-26 17:17:01	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	2.9	138.7		g	40.7	1.03e-06	1	1	3.47e-08	4.01e-08	2.74e-09	u	273	0	0	298.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-08-28 12:29:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	134.3		g	40.3	1.01e-06	2	1	2.16e-08	2.30e-08	6.27e-09	u	273	0	0	323.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-08-28 20:26:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	137.9		g	40.1	9.92e-07	3	1	2.52e-08	3.41e-08	6.36e-09	u	273	0	0	348.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-08-30 14:18:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	135.0		g	39.9	9.73e-07	4	1	2.02e-08	2.56e-08	9.06e-09	u	273	0	0	373.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-08-30 20:20:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	136.4		g	39.6	9.57e-07	5	1	3.41e-08	4.33e-08	8.89e-09	u	273	0	0	398.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-01 14:35:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.5	134.0		g	39.5	9.40e-07	6	1	4.85e-08	5.52e-08	8.69e-09	u	273	0	0	423.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-02 10:40:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	133.2		g	39.3	9.21e-07	7	1	1.81e-08	2.38e-08	6.72e-09	u	273	0	0	448.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-02 17:16:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	132.3		g	39.5	9.04e-07	8	1	3.53e-08	3.78e-08	6.08e-09	u	273	0	0	473.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-04 20:02:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.9	132.9		g	39.7	8.90e-07	9	1	5.35e-08	5.36e-08	5.42e-09	u	273	0	0	498.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-06 12:53:36	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.3	134.3		g	39.8	8.73e-07	10	1	5.36e-08	5.99e-08	6.90e-09	u	273	0	0	523.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-06 19:06:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.7	132.6		g	39.9	8.51e-07	11	1	4.79e-08	5.11e-08	6.86e-09	u	273	0	0	548.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-08 11:38:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.8	131.4		g	40.0	8.33e-07	12	1	4.88e-08	5.05e-08	6.75e-09	u	273	0	0	573.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-08 18:41:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	130.3		g	40.1	8.10e-07	13	1	2.23e-08	2.75e-08	8.08e-09	u	273	0	0	598.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-11 15:52:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.3	130.9		g	40.0	7.81e-07	14	1	3.90e-08	4.39e-08	8.87e-09	u	273	0	0	623.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-16 11:07:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	129.9		g	40.0	7.58e-07	15	1	2.37e-08	2.83e-08	7.49e-09	u	273	0	0	648.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-16 19:55:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	129.8		g	40.2	7.26e-07	16	1	2.21e-08	2.77e-08	8.23e-09	u	273	0	0	673.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-19 15:03:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	129.6		g	40.3	7.06e-07	17	1	2.53e-08	3.01e-08	8.49e-09	u	273	0	0	698.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-25 11:29:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.1	129.6		g	40.4	6.12e-07	18	1	2.95e-08	3.18e-08	6.35e-09	u	273	0	0	723.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-25 22:08:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.7	128.6		g	40.4	5.45e-07	19	1	2.39e-08	2.52e-08	5.48e-09	u	273	0	0	748.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-26 15:53:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	130.0		g	40.7	4.69e-07	20	1	9.00e-09	1.25e-08	4.19e-09	u	273	0	0	773.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-09-30 13:55:50	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	129.8		g	41.2	3.54e-07	21	1	6.19e-09	1.25e-08	5.32e-09	u	273	0	0	793.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-03 15:04:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.7	130.4		g	41.2	9.55e-08	22	1	2.70e-09	6.06e-09	9.71e-10	u	273	0	0	813.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-09 13:15:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	127.2		g	44.7	8.03e-08	23	1	2.18e-09	3.81e-09	1.00e-09	u	273	0	0	823.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-09 21:00:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.6	134.9		g	38.5	5.86e-08	24	1	3.32e-09	4.70e-09	4.58e-10	u	273	0	0	833.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-10 12:51:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	146.3		g	31.1	4.24e-08	25	1	6.64e-10	2.33e-09	5.24e-10	u	273	0	0	843.0
This study	unknown	PI44-12	PI44	PI44-12b	PI44-12b:LP-DIR-T	hargrave 2014-10-10 20:18:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	136.6		g	28.2	3.81e-08	26	1	5.44e-10	1.54e-09	3.13e-10	u	273	0	0	853.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-08-26 17:18:38	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	4.5	142.6		g	34.9	2.45e-06	1	1	1.25e-07	1.48e-07	2.49e-08	u	273	0	0	298.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-08-28 12:31:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	140.0		g	34.6	2.44e-06	2	1	8.65e-08	9.94e-08	1.99e-08	u	273	0	0	323.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-08-28 20:28:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.2	143.6		g	34.4	2.40e-06	3	1	1.06e-07	1.38e-07	2.16e-08	u	273	0	0	348.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-08-30 14:19:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	139.3		g	34.0	2.35e-06	4	1	1.64e-08	1.22e-08	1.92e-08	u	273	0	0	373.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-08-30 20:22:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	140.4		g	33.8	2.24e-06	5	1	7.55e-08	1.01e-07	1.77e-08	u	273	0	0	398.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-01 14:37:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	141.5		g	33.3	2.17e-06	6	1	4.26e-08	5.89e-08	1.68e-08	u	273	0	0	423.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-02 10:41:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	138.5		g	33.4	2.10e-06	7	1	4.28e-08	5.37e-08	1.34e-08	u	273	0	0	448.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-02 17:18:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	134.7		g	33.1	2.02e-06	8	1	4.42e-08	4.14e-08	1.73e-08	u	273	0	0	473.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-04 20:04:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	137.5		g	32.9	1.98e-06	9	1	3.61e-08	4.05e-08	1.52e-08	u	273	0	0	498.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-06 12:55:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.2	136.2		g	33.0	1.92e-06	10	1	9.62e-08	1.03e-07	1.29e-08	u	273	0	0	523.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-06 19:08:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.4	137.1		g	32.9	1.84e-06	11	1	7.14e-08	8.24e-08	1.11e-08	u	273	0	0	548.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-08 11:40:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	134.8		g	32.6	1.79e-06	12	1	3.70e-08	4.38e-08	1.26e-08	u	273	0	0	573.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-08 18:43:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	134.1		g	32.7	1.70e-06	13	1	6.16e-08	7.28e-08	8.11e-09	u	273	0	0	598.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-11 15:54:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.7	132.0		g	32.2	1.61e-06	14	1	7.27e-08	7.58e-08	6.62e-09	u	273	0	0	623.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-16 11:09:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	132.6		g	32.2	1.54e-06	15	1	5.57e-08	5.72e-08	8.45e-09	u	273	0	0	648.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-16 19:56:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	133.3		g	32.0	1.47e-06	16	1	2.19e-08	3.30e-08	8.45e-09	u	273	0	0	673.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-19 15:05:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	131.6		g	31.8	1.42e-06	17	1	2.39e-08	3.13e-08	8.80e-09	u	273	0	0	698.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-25 11:31:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	130.1		g	32.0	1.27e-06	18	1	2.75e-08	3.04e-08	7.24e-09	u	273	0	0	723.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-25 22:09:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	132.2		g	31.9	1.16e-06	19	1	2.54e-08	2.96e-08	7.05e-09	u	273	0	0	748.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-26 15:55:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.3	132.1		g	32.0	1.03e-06	20	1	5.34e-08	5.63e-08	6.48e-09	u	273	0	0	773.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-09-30 13:57:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.5	134.7		g	32.5	8.44e-07	21	1	2.94e-08	4.33e-08	6.83e-09	u	273	0	0	793.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-03 15:06:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	144.5		g	33.8	2.85e-07	22	1	4.24e-09	9.52e-09	1.34e-09	u	273	0	0	813.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-09 13:17:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.0	146.6		g	35.4	2.13e-07	23	1	5.95e-09	1.38e-08	1.48e-09	u	273	0	0	823.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-09 21:02:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	149.3		g	35.8	9.95e-08	24	1	2.74e-09	4.60e-09	8.25e-10	u	273	0	0	833.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-10 12:53:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	156.1		g	40.0	7.07e-08	25	1	9.25e-10	2.33e-09	5.53e-10	u	273	0	0	843.0
This study	unknown	PI44-13	PI44	PI44-13b	PI44-13b:LP-DIR-T	hargrave 2014-10-10 20:20:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	162.4		g	39.3	5.58e-08	26	1	5.34e-10	2.20e-09	6.94e-10	u	273	0	0	853.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-08-26 16:59:11	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.7	245.8		g	68.9	1.30e-06	1	1	7.60e-09	3.55e-08	1.57e-08	u	273	0	0	298.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-08-28 12:11:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	241.7		g	68.7	1.29e-06	2	1	6.83e-09	3.18e-08	1.23e-08	u	273	0	0	323.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-08-28 20:08:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	241.4		g	68.7	1.28e-06	3	1	1.06e-08	3.64e-08	1.45e-08	u	273	0	0	348.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-08-30 14:00:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	243.9		g	69.0	1.26e-06	4	1	1.13e-08	3.34e-08	1.00e-08	u	273	0	0	373.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-08-30 20:02:49	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	248.9		g	69.1	1.24e-06	5	1	2.50e-08	4.29e-08	1.08e-08	u	273	0	0	398.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-01 14:17:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	251.0		g	69.3	1.21e-06	6	1	3.65e-08	4.14e-08	1.01e-08	u	273	0	0	423.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-02 10:22:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	253.8		g	69.5	1.17e-06	7	1	2.70e-08	4.16e-08	1.16e-08	u	273	0	0	448.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-02 16:59:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	255.1		g	69.3	1.15e-06	8	1	3.50e-08	4.32e-08	1.11e-08	u	273	0	0	473.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-04 19:44:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	253.4		g	69.6	1.12e-06	9	1	7.91e-09	3.20e-08	1.05e-08	u	273	0	0	498.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-06 12:36:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	255.3		g	69.7	1.09e-06	10	1	1.38e-08	3.11e-08	1.04e-08	u	273	0	0	523.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-06 18:49:50	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	254.7		g	69.5	1.05e-06	11	1	1.72e-08	3.35e-08	1.08e-08	u	273	0	0	548.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-08 11:21:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	254.9		g	69.3	1.03e-06	12	1	2.27e-08	3.43e-08	9.97e-09	u	273	0	0	573.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-08 18:23:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	256.1		g	69.0	9.90e-07	13	1	1.80e-08	3.08e-08	9.18e-09	u	273	0	0	598.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-11 15:34:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	257.0		g	69.0	9.67e-07	14	1	2.57e-08	3.24e-08	9.16e-09	u	273	0	0	623.0
This study	unknown	PI44-1	PI44	PI44-1b	PI44-1b:LP-DIR-T	hargrave 2014-09-16 10:50:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	256.4		g	68.7	9.37e-07	15	1	1.23e-08	2.17e-08	7.29e-09	u	273	0	0	648.0
