tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	DeI2-4	DeI2	DeI2-4a	DeI2-4a:LP-DIR-T	hargrave 2014-10-14 19:07:01	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	848	473	K		3	HT	u	3.9	121.3	l	g	24.2	6.0	16	-1
	This study	unknown	DeI2-4	DeI2	DeI2-4a	DeI2-4a:LP-DIR-T	hargrave 2014-10-14 19:07:01	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	943	873	K		3	hem	u	4.2	118.1	l	g	26.0	5.7	5	-1
	This study	unknown	DeI2-4	DeI2	DeI2-4a	DeI2-4a:LP-DIR-T	hargrave 2014-10-14 19:07:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	423	0	K		3	LT	u	53.5	183.4	l	g	73.8	12.8	6	0
	This study	unknown	DeI2-4	DeI2	DeI2-4a	DeI2-4a:LP-DIR-T	hargrave 2014-10-14 19:07:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	848	473	K		3	HT	u	3.9	98.3	l	g	35.7	6.0	16	0
	This study	unknown	DeI2-4	DeI2	DeI2-4a	DeI2-4a:LP-DIR-T	hargrave 2014-10-14 19:07:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	943	873	K		3	hem	u	4.2	94.2	l	g	35.8	5.7	5	0
	This study	unknown	DeI2-6	DeI2	DeI2-6a	DeI2-6a:LP-DIR-T	hargrave 2014-10-14 19:08:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	423	0	K		3	LT	u	34.5	211.4	l	g	66.1	7.5	6	-1
	This study	unknown	DeI2-6	DeI2	DeI2-6a	DeI2-6a:LP-DIR-T	hargrave 2014-10-14 19:08:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	848	473	K		3	HT	u	11.6	256.7	l	g	45.3	4.0	16	-1
	This study	unknown	DeI2-6	DeI2	DeI2-6a	DeI2-6a:LP-DIR-T	hargrave 2014-10-14 19:08:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	943	873	K		3	hem	u	41.9	284.0	l	g	23.9	10.7	5	-1
	This study	unknown	DeI2-6	DeI2	DeI2-6a	DeI2-6a:LP-DIR-T	hargrave 2014-10-14 19:08:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	423	0	K		3	LT	u	34.5	61.9	l	g	77.8	7.5	6	0
	This study	unknown	DeI2-6	DeI2	DeI2-6a	DeI2-6a:LP-DIR-T	hargrave 2014-10-14 19:08:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	848	473	K		3	HT	u	11.6	72.8	l	g	46.3	4.0	16	0
	This study	unknown	DeI2-6	DeI2	DeI2-6a	DeI2-6a:LP-DIR-T	hargrave 2014-10-14 19:08:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	943	873	K		3	hem	u	41.9	86.5	l	g	17.8	10.7	5	0
