tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-06 11:43:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	158.3		g	02.9	1.25e-07	15	1	1.74e-09	4.59e-09	6.95e-10	u	273	0	0	623.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-08 12:18:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	160.9		g	03.4	1.09e-07	16	1	3.39e-10	7.75e-10	5.43e-10	u	273	0	0	648.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-10 15:21:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.4	159.1		g	04.6	9.75e-08	17	1	4.39e-10	6.18e-10	5.35e-10	u	273	0	0	673.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-13 10:08:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	160.9		g	07.3	8.49e-08	18	1	3.57e-10	6.20e-10	8.14e-10	u	273	0	0	698.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-13 15:51:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	158.4		g	10.0	7.08e-08	19	1	3.77e-10	2.47e-09	1.16e-09	u	273	0	0	723.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-16 17:35:36	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	159.7		g	18.0	5.49e-08	20	1	1.57e-09	2.59e-09	1.02e-09	u	273	0	0	748.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-19 17:27:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.8	167.9		g	23.4	4.36e-08	21	1	1.76e-09	2.24e-09	1.05e-09	u	273	0	0	773.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-20 12:29:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	69.6	166.2		b	27.7	1.90e-08	22	1	1.75e-08	4.30e-09	9.46e-09	u	273	0	0	798.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-20 13:54:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	164.8		g	26.0	3.87e-08	23	1	7.41e-10	9.82e-10	1.13e-09	u	273	0	0	798.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-26 13:24:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	50.5	336.1		b	-82.3	8.06e-11	24	1	1.62e-11	1.15e-11	8.52e-11	u	273	0	0	823.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-26 14:49:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	34.8	195.9		b	-28.5	1.53e-08	25	1	1.39e-08	3.95e-09	7.84e-09	u	273	0	0	823.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-26 15:30:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	166.5		g	30.1	3.06e-08	26	1	1.02e-09	5.85e-10	1.09e-09	u	273	0	0	823.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-29 09:47:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.9	180.2		g	35.8	2.79e-08	27	1	9.37e-10	1.19e-09	1.89e-09	u	273	0	0	833.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-29 15:50:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.7	188.3		g	40.5	2.12e-08	28	1	1.15e-09	1.21e-09	7.91e-10	u	273	0	0	843.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-31 11:22:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	67.3	194.1		b	45.7	8.36e-09	29	1	6.06e-09	1.53e-09	6.40e-09	u	273	0	0	848.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-31 13:24:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.6	189.6		g	48.8	1.62e-08	30	1	8.97e-10	7.34e-10	6.61e-10	u	273	0	0	848.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-10-31 18:26:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.4	185.2		g	46.4	1.12e-08	31	1	6.10e-10	3.15e-10	5.66e-10	u	273	0	0	850.0
This study	unknown	PI22H-16	PI22H	PI22H-16a	PI22H-16a:LP-DIR-T	hargrave 2015-11-05 11:06:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	148.1		g	32.2	1.07e-08	32	1	5.78e-10	1.94e-10	1.53e-10	u	273	0	0	852.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-16 17:50:34	LT-NO:LP-DIR-T	pmagpy-3.2.1	2.7	147.6		g	-22.4	6.22e-08	1	1	6.31e-10	1.16e-09	2.69e-09	u	273	0	0	273
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-18 16:28:12	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	3.2	151.0		g	-22.6	6.06e-08	2	1	9.00e-10	2.57e-09	1.98e-09	u	273	0	0	77
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-19 17:28:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	147.8		g	-23.2	5.99e-08	3	1	5.40e-10	1.56e-09	2.06e-09	u	273	0	0	323.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-21 21:13:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	147.4		g	-24.4	5.84e-08	4	1	6.79e-10	1.24e-09	1.61e-09	u	273	0	0	348.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-24 08:43:30	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	149.2		g	-25.3	5.70e-08	5	1	2.13e-09	1.52e-09	1.80e-09	u	273	0	0	373.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-24 16:07:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	145.0		g	-26.6	5.55e-08	6	1	1.50e-09	7.02e-10	1.45e-09	u	273	0	0	398.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-25 11:24:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	144.9		g	-27.0	5.47e-08	7	1	3.57e-10	1.50e-09	1.28e-09	u	273	0	0	423.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-26 12:44:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	143.9		g	-27.7	5.32e-08	8	1	4.60e-10	1.27e-09	1.14e-09	u	273	0	0	448.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-26 18:45:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	141.8		g	-27.7	5.19e-08	9	1	4.70e-10	1.32e-09	1.21e-09	u	273	0	0	473.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-09-28 18:37:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	145.7		g	-27.7	5.01e-08	10	1	7.79e-10	4.36e-10	1.25e-09	u	273	0	0	498.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-01 10:56:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	143.6		g	-27.9	4.83e-08	11	1	3.49e-10	1.08e-09	1.14e-09	u	273	0	0	523.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-05 17:48:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	145.6		g	-28.0	4.50e-08	12	1	7.60e-10	4.49e-10	1.06e-09	u	273	0	0	548.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-06 01:23:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	145.0		g	-28.1	4.19e-08	13	1	9.62e-10	2.78e-10	1.04e-09	u	273	0	0	573.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-06 05:58:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	143.2		g	-28.2	3.81e-08	14	1	6.83e-10	1.94e-09	7.58e-10	u	273	0	0	598.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-06 11:45:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	144.3		g	-28.5	3.40e-08	15	1	4.43e-10	8.29e-10	1.11e-09	u	273	0	0	623.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-08 12:20:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	143.8		g	-28.1	2.93e-08	16	1	1.07e-09	4.43e-10	7.72e-10	u	273	0	0	648.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-10 15:23:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	141.6		g	-28.2	2.57e-08	17	1	4.96e-10	1.04e-09	7.56e-10	u	273	0	0	673.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-13 10:10:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	143.3		g	-28.0	2.14e-08	18	1	9.53e-10	5.66e-10	6.09e-10	u	273	0	0	698.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-13 15:52:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	142.2		g	-27.7	1.71e-08	19	1	6.88e-10	2.79e-10	6.48e-10	u	273	0	0	723.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-16 17:37:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	142.2		g	-29.6	1.19e-08	20	1	3.02e-10	2.29e-10	4.62e-10	u	273	0	0	748.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-19 17:28:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.4	145.5		g	-29.6	8.46e-09	21	1	1.57e-10	2.97e-10	3.74e-10	u	273	0	0	773.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-20 12:30:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	147.4		g	-28.2	4.85e-09	22	1	1.34e-10	6.57e-11	1.05e-10	u	273	0	0	798.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-26 13:25:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	122.8		g	-10.7	2.39e-09	23	1	1.25e-10	6.51e-11	1.48e-11	u	273	0	0	823.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-29 09:49:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.8	155.7		g	-06.1	1.18e-09	24	1	3.29e-11	1.40e-10	4.87e-11	u	273	0	0	833.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-29 15:51:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.7	098.7		g	-19.7	1.03e-09	25	1	9.68e-11	3.91e-11	6.24e-12	u	273	0	0	843.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-31 11:23:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	41.2	160.0		b	-17.6	9.51e-10	26	1	9.02e-10	3.36e-10	3.18e-10	u	273	0	0	848.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-31 13:25:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.8	155.7		g	-20.9	1.86e-09	27	1	1.46e-10	1.58e-10	7.16e-11	u	273	0	0	848.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-10-31 18:27:50	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	12.2	205.9		b	47.1	3.52e-10	28	1	2.27e-10	1.09e-10	2.73e-10	u	273	0	0	850.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-11-01 08:40:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	10.5	228.0		b	40.4	3.63e-10	29	1	1.94e-10	2.17e-10	2.49e-10	u	273	0	0	850.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-11-03 10:23:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	226.3		g	39.3	7.87e-10	30	1	1.88e-11	3.28e-11	1.50e-11	u	273	0	0	850.0
This study	unknown	PI22H-17	PI22H	PI22H-17a	PI22H-17a:LP-DIR-T	hargrave 2015-11-05 11:07:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.7	350.6		g	-86.1	1.53e-09	31	1	1.87e-11	7.05e-11	5.08e-11	u	273	0	0	852.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-16 17:52:01	LT-NO:LP-DIR-T	pmagpy-3.2.1	0.7	143.6		g	33.9	5.53e-08	1	1	4.37e-10	6.86e-10	1.80e-10	u	273	0	0	273
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-18 16:29:43	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	0.8	143.6		g	33.0	5.40e-08	2	1	5.69e-10	6.98e-10	2.75e-10	u	273	0	0	77
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-19 17:30:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	144.4		g	32.5	5.31e-08	3	1	1.12e-09	1.56e-09	1.71e-10	u	273	0	0	323.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-21 21:15:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	143.7		g	31.2	5.11e-08	4	1	2.90e-10	5.19e-10	2.94e-10	u	273	0	0	348.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-24 08:45:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	140.8		g	29.1	4.88e-08	5	1	3.98e-10	3.90e-10	4.44e-10	u	273	0	0	373.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-24 16:09:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	140.6		g	27.3	4.63e-08	6	1	3.93e-10	3.51e-10	3.37e-10	u	273	0	0	398.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-25 11:26:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	143.1		g	26.4	4.48e-08	7	1	3.57e-10	2.71e-10	4.30e-10	u	273	0	0	423.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-26 12:45:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	140.5		g	26.0	4.13e-08	8	1	9.75e-10	1.36e-09	4.86e-10	u	273	0	0	448.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-26 18:47:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	141.3		g	26.9	3.65e-08	9	1	4.42e-10	2.81e-10	3.11e-10	u	273	0	0	473.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-09-28 18:38:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	142.9		g	26.9	3.27e-08	10	1	2.94e-10	3.51e-10	2.68e-10	u	273	0	0	498.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-01 10:57:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	141.0		g	26.7	3.03e-08	11	1	4.33e-10	5.43e-10	4.39e-10	u	273	0	0	523.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-05 17:50:30	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	144.7		g	27.0	2.70e-08	12	1	7.46e-10	9.36e-10	2.97e-10	u	273	0	0	548.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-06 01:24:50	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	141.7		g	26.9	2.50e-08	13	1	6.41e-10	5.54e-10	2.69e-10	u	273	0	0	573.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-06 06:00:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	143.5		g	26.7	2.17e-08	14	1	3.62e-10	4.20e-10	3.32e-10	u	273	0	0	598.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-06 11:46:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	142.9		g	27.6	1.87e-08	15	1	6.06e-10	6.84e-10	3.62e-10	u	273	0	0	623.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-08 12:21:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	143.6		g	27.8	1.52e-08	16	1	4.43e-10	5.26e-10	1.08e-10	u	273	0	0	648.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-10 15:24:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	144.1		g	28.6	1.27e-08	17	1	2.61e-10	2.79e-10	9.98e-11	u	273	0	0	673.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-13 10:12:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	144.6		g	30.8	1.01e-08	18	1	3.50e-10	4.49e-10	6.02e-11	u	273	0	0	698.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-13 15:54:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	144.0		g	30.2	7.72e-09	19	1	1.26e-10	1.08e-10	1.04e-10	u	273	0	0	723.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-16 17:39:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	147.6		g	33.1	5.21e-09	20	1	9.35e-11	2.13e-10	8.26e-11	u	273	0	0	748.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-19 17:30:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.7	156.6		g	36.7	3.43e-09	21	1	4.80e-11	1.50e-10	4.93e-11	u	273	0	0	773.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-20 12:32:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	163.9		g	41.5	1.87e-09	22	1	5.43e-11	2.70e-11	3.04e-11	u	273	0	0	798.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-26 13:27:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.0	165.0		g	58.9	6.86e-10	23	1	1.85e-11	6.48e-11	6.03e-11	u	273	0	0	823.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-29 09:51:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.5	144.5		g	46.1	5.35e-10	24	1	3.75e-11	3.92e-11	3.59e-12	u	273	0	0	833.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-29 15:53:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	172.2		g	34.2	3.93e-10	25	1	2.70e-11	1.83e-11	2.41e-12	u	273	0	0	843.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-31 11:25:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.5	169.2		g	56.1	3.53e-10	26	1	3.11e-11	2.89e-11	2.75e-11	u	273	0	0	848.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-10-31 18:29:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.5	263.0		g	30.4	3.74e-10	27	1	2.35e-11	4.25e-11	1.38e-11	u	273	0	0	850.0
This study	unknown	PI22H-18	PI22H	PI22H-18a	PI22H-18a:LP-DIR-T	hargrave 2015-11-05 11:09:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.1	262.0		g	34.7	4.52e-10	28	1	2.58e-11	3.15e-11	2.72e-11	u	273	0	0	852.0
