tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:08:28	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	35.2	2.36e-06	11	1	9.87e-09	3.01e-09	1.71e-08	u	273	5.500e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:09:52	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	35.2	2.36e-06	12	1	1.20e-08	3.16e-09	1.70e-08	u	273	6.000e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:11:16	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	35.1	2.35e-06	13	1	1.12e-08	2.49e-09	1.65e-08	u	273	6.500e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:12:40	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	35.0	2.34e-06	14	1	1.34e-08	4.08e-09	1.68e-08	u	273	7.000e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:14:05	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.9	2.33e-06	15	1	1.14e-08	2.69e-09	1.64e-08	u	273	7.500e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:15:29	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	232.3		g	34.8	2.32e-06	16	1	1.22e-08	1.09e-08	1.67e-08	u	273	8.000e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:16:53	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.7	2.32e-06	17	1	1.19e-08	3.14e-09	1.63e-08	u	273	8.500e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:18:17	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.6	2.31e-06	18	1	1.15e-08	3.44e-09	1.67e-08	u	273	9.000e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:19:42	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.5	2.30e-06	19	1	1.18e-08	2.77e-09	1.62e-08	u	273	9.500e-03	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:21:06	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.4	2.29e-06	20	1	9.00e-09	2.23e-09	1.68e-08	u	273	1.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:22:30	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.3	2.28e-06	21	1	1.20e-08	3.15e-09	1.62e-08	u	273	1.050e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:23:55	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.2	2.27e-06	22	1	1.07e-08	3.58e-09	1.65e-08	u	273	1.100e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:25:19	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	34.0	2.26e-06	23	1	1.17e-08	3.46e-09	1.61e-08	u	273	1.150e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:26:43	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	33.9	2.26e-06	24	1	1.15e-08	2.88e-09	1.65e-08	u	273	1.200e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:28:07	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	33.8	2.25e-06	25	1	1.26e-08	4.04e-09	1.66e-08	u	273	1.250e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:29:32	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	33.6	2.24e-06	26	1	1.14e-08	3.28e-09	1.64e-08	u	273	1.300e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:30:56	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	33.5	2.23e-06	27	1	1.10e-08	3.34e-09	1.65e-08	u	273	1.350e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:32:20	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	33.3	2.22e-06	28	1	1.15e-08	3.20e-09	1.59e-08	u	273	1.400e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:33:44	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	33.2	2.20e-06	29	1	1.28e-08	2.59e-09	1.63e-08	u	273	1.450e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:35:08	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	33.0	2.19e-06	30	1	1.15e-08	3.21e-09	1.63e-08	u	273	1.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:36:32	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.2		g	32.8	2.18e-06	31	1	6.84e-09	6.37e-09	1.59e-08	u	273	1.550e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:37:56	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	32.7	2.17e-06	32	1	1.12e-08	3.55e-09	1.62e-08	u	273	1.600e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:39:20	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.1		g	32.5	2.16e-06	33	1	1.19e-08	3.75e-09	1.62e-08	u	273	1.650e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:40:44	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.0		g	32.4	2.15e-06	34	1	1.18e-08	9.02e-10	1.56e-08	u	273	1.700e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:42:09	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.7	232.0		g	32.2	2.14e-06	35	1	1.90e-08	1.20e-08	1.60e-08	u	273	1.750e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:43:33	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.0		g	32.0	2.13e-06	36	1	1.13e-08	3.71e-09	1.59e-08	u	273	1.800e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:44:57	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	232.0		g	31.9	2.12e-06	37	1	1.15e-08	4.89e-09	1.53e-08	u	273	1.850e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:46:22	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.0		g	31.7	2.10e-06	38	1	1.03e-08	3.72e-09	1.56e-08	u	273	1.900e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:47:45	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	231.9		g	31.5	2.09e-06	39	1	1.04e-08	4.23e-09	1.55e-08	u	273	1.950e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:49:09	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	232.0		g	31.3	2.08e-06	40	1	1.08e-08	4.08e-09	1.52e-08	u	273	2.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:50:33	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	232.0		g	31.2	2.06e-06	41	1	6.32e-09	7.86e-09	1.53e-08	u	273	2.050e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:51:57	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.8		g	31.0	2.05e-06	42	1	1.05e-08	4.27e-09	1.53e-08	u	273	2.100e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:53:21	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.7		g	30.8	2.04e-06	43	1	1.06e-08	4.81e-09	1.53e-08	u	273	2.150e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:54:45	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	231.7		g	30.6	2.03e-06	44	1	9.71e-09	3.61e-09	1.50e-08	u	273	2.200e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:56:10	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.5		g	30.3	2.01e-06	45	1	1.02e-08	4.56e-09	1.48e-08	u	273	2.250e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:57:34	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.5		g	30.1	2.00e-06	46	1	1.02e-08	4.15e-09	1.51e-08	u	273	2.300e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-16 23:58:58	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.4		g	29.9	1.99e-06	47	1	9.79e-09	4.20e-09	1.51e-08	u	273	2.350e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:00:22	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.3		g	29.7	1.98e-06	48	1	1.05e-08	4.42e-09	1.50e-08	u	273	2.400e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:01:47	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.2		g	29.4	1.96e-06	49	1	9.79e-09	4.45e-09	1.50e-08	u	273	2.450e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:03:11	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	231.1		g	29.2	1.95e-06	50	1	1.03e-08	4.34e-09	1.45e-08	u	273	2.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:04:36	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	230.9		g	28.8	1.92e-06	51	1	9.16e-09	4.22e-09	1.50e-08	u	273	2.600e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:06:00	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	230.6		g	28.3	1.89e-06	52	1	9.71e-09	4.03e-09	1.45e-08	u	273	2.700e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:07:24	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	230.1		g	27.7	1.84e-06	53	1	8.95e-09	4.04e-09	1.45e-08	u	273	2.800e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:08:49	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	229.6		g	27.0	1.79e-06	54	1	9.02e-09	3.94e-09	1.40e-08	u	273	2.900e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:10:13	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	229.2		g	26.0	1.75e-06	55	1	8.53e-09	4.23e-09	1.38e-08	u	273	3.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:11:38	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	228.8		g	24.9	1.70e-06	56	1	8.59e-09	4.03e-09	1.36e-08	u	273	3.100e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:13:02	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	228.3		g	24.0	1.66e-06	57	1	7.56e-09	3.84e-09	1.37e-08	u	273	3.200e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:14:27	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	228.0		g	23.3	1.62e-06	58	1	8.23e-09	4.13e-09	1.35e-08	u	273	3.300e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:15:51	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	227.5		g	22.7	1.58e-06	59	1	9.16e-09	3.63e-09	1.34e-08	u	273	3.400e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:17:16	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	227.1		g	22.0	1.55e-06	60	1	7.10e-09	3.97e-09	1.32e-08	u	273	3.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:18:41	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	226.7		g	21.3	1.52e-06	61	1	6.61e-09	3.90e-09	1.29e-08	u	273	3.600e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:20:05	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	226.3		g	20.5	1.49e-06	62	1	5.93e-09	3.29e-09	1.28e-08	u	273	3.700e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:21:29	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	225.9		g	19.8	1.46e-06	63	1	6.92e-09	4.20e-09	1.27e-08	u	273	3.800e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:22:54	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	225.4		g	19.1	1.43e-06	64	1	6.13e-09	3.84e-09	1.26e-08	u	273	3.900e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:24:18	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	225.0		g	18.3	1.40e-06	65	1	6.74e-09	4.38e-09	1.24e-08	u	273	4.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:25:43	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	224.5		g	17.5	1.37e-06	66	1	6.79e-09	4.12e-09	1.22e-08	u	273	4.100e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:27:07	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	224.1		g	16.7	1.34e-06	67	1	6.18e-09	4.28e-09	1.20e-08	u	273	4.200e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:28:31	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	223.6		g	15.8	1.31e-06	68	1	5.95e-09	4.38e-09	1.18e-08	u	273	4.300e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:29:56	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	223.0		g	15.0	1.28e-06	69	1	5.96e-09	4.61e-09	1.18e-08	u	273	4.400e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:31:21	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	222.6		g	14.1	1.25e-06	70	1	5.44e-09	4.13e-09	1.15e-08	u	273	4.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:32:45	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	221.9		g	13.1	1.21e-06	71	1	5.19e-09	4.37e-09	1.13e-08	u	273	4.600e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:34:09	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	221.4		g	12.4	1.18e-06	72	1	4.87e-09	3.87e-09	1.10e-08	u	273	4.700e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:35:34	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	220.8		g	12.1	1.16e-06	73	1	4.55e-09	3.90e-09	1.09e-08	u	273	4.800e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:36:59	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	220.2		g	10.6	1.12e-06	74	1	3.86e-09	2.93e-09	1.07e-08	u	273	4.900e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:38:23	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	219.7		g	09.3	1.09e-06	75	1	4.65e-09	4.23e-09	1.04e-08	u	273	5.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:39:47	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	219.9		g	06.8	1.05e-06	76	1	4.17e-09	3.92e-09	1.03e-08	u	273	5.250e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:41:12	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.7	217.8		g	04.4	9.75e-07	77	1	3.81e-09	4.28e-09	9.68e-09	u	273	5.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:42:36	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	216.1		g	01.3	9.03e-07	78	1	3.16e-09	3.77e-09	8.95e-09	u	273	5.750e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:44:00	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.7	213.3		g	-01.6	8.88e-07	79	1	3.03e-09	4.15e-09	8.95e-09	u	273	6.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:45:25	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	210.3		g	-04.8	8.35e-07	80	1	2.16e-09	3.77e-09	8.40e-09	u	273	6.250e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:46:49	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	211.9		g	-10.0	7.26e-07	81	1	1.84e-09	2.78e-09	7.42e-09	u	273	6.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:48:14	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	211.6		g	-14.2	6.66e-07	82	1	1.83e-09	3.39e-09	6.57e-09	u	273	6.750e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:49:38	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	211.6		g	-19.1	6.10e-07	83	1	1.33e-09	3.06e-09	6.08e-09	u	273	7.000e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:51:02	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.6	211.9		g	-25.0	5.58e-07	84	1	1.17e-09	2.39e-09	5.67e-09	u	273	7.250e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:52:27	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.5	211.2		g	-31.9	4.98e-07	85	1	1.03e-09	2.30e-09	4.88e-09	u	273	7.500e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:53:52	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	216.1		g	-39.4	4.70e-07	86	1	1.38e-09	2.22e-09	4.21e-09	u	273	7.750e-02	0	273
This study	unknown	PI2c-10	PI2c	PI2c-10a	PI2c-10a:LP-DIR-AF	hargrave 2014-03-17 00:55:16	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1	0.4	220.1		g	-46.8	4.40e-07	87	1	1.71e-09	2.16e-09	3.96e-09	u	273	8.000e-02	0	273
