tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	PI15-6	PI15	PI15-6a	PI15-6a:LP-DIR-T	hargrave 2014-10-14 18:17:41	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	473	323	K		3	LT	u	56.8	337.6	l	g	71.4	10.1	7	0
	This study	unknown	PI15-6	PI15	PI15-6a	PI15-6a:LP-DIR-T	hargrave 2014-10-14 18:17:41	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	943	848	K		3	hem	u	30.7	148.2	l	g	-29.8	15.5	5	0
	This study	unknown	PI15-7	PI15	PI15-7a	PI15-7a:LP-DIR-T	hargrave 2014-10-14 18:19:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	473	323	K		2	LT	u	39.5	189.3	l	g	24.9	14.5	7	-1
	This study	unknown	PI15-7	PI15	PI15-7a	PI15-7a:LP-DIR-T	hargrave 2014-10-14 18:19:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	873	573	K		2	HT	u	2.4	143.1	l	g	21.9	2.1	12	-1
	This study	unknown	PI15-7	PI15	PI15-7a	PI15-7a:LP-DIR-T	hargrave 2014-10-14 18:19:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	473	323	K		2	LT	u	39.5	334.3	l	g	74.4	14.5	7	0
	This study	unknown	PI15-7	PI15	PI15-7a	PI15-7a:LP-DIR-T	hargrave 2014-10-14 18:19:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	873	573	K		2	HT	u	2.4	76.5	l	g	53.4	2.1	12	0
	This study	unknown	PI15-8	PI15	PI15-8a	PI15-8a:LP-DIR-T	hargrave 2014-10-15 11:54:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	473	323	K		2	LT	u	37.9	179.3	l	g	28.4	28.9	7	-1
	This study	unknown	PI15-8	PI15	PI15-8a	PI15-8a:LP-DIR-T	hargrave 2014-10-15 11:54:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	873	573	K		2	HT	u	1.8	135.8	l	g	20.1	2.2	12	-1
	This study	unknown	PI15-8	PI15	PI15-8a	PI15-8a:LP-DIR-T	hargrave 2014-10-15 11:54:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	473	323	K		2	LT	u	37.9	6.2	l	g	77.6	28.9	7	0
	This study	unknown	PI15-8	PI15	PI15-8a	PI15-8a:LP-DIR-T	hargrave 2014-10-15 11:54:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	873	573	K		2	HT	u	1.8	80.7	l	g	47.9	2.2	12	0
